	Name	Address	Category	Price	Rating	Reviews	Mon	Tue	Wed	Thu	Fri	Sat	Sun	Delivery	Wi_Fi	Takes_Reservations	Parking	Vegetarian_Options	Accepts_Credit_Cards	Accepts_Apple_Pay	Accepts_Google_Pay	Take_out
598	Mescolanza	3750 Geary Blvd,San Francisco,CA,94118	Italian	$11-30	4.0	154	5:00 pm - 9:30 pm	5:00 pm - 9:30 pm	5:00 pm - 9:30 pm	5:00 pm - 9:30 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 9:30 pm	Yes	No	Yes	Street	NULL	Yes	Yes	No	Yes
599	Yummy Dumpling	1708 Irving St,San Francisco,CA,94122	Do-It-Yourself Food,Chinese	Under $10	4.5	128	Closed	Closed	9:30 am - 6:00 pm	9:30 am - 6:00 pm	9:30 am - 6:00 pm	9:30 am - 6:00 pm	9:30 am - 6:00 pm	No	No	No	Street	NULL	Yes	No	NULL	Yes
600	Zzan	643 Post St,San Francisco,CA,94109	Korean	$11-30	3.5	231	4:00 pm - 2:00 am	4:00 pm - 2:00 am	4:00 pm - 2:00 am	4:00 pm - 2:00 am	4:00 pm - 2:00 am	11:30 am - 2:00 am	4:00 pm - 2:00 am	Yes	Free	Yes	Street	NULL	Yes	No	No	Yes
601	Tommaso's	1042 Kearny St,San Francisco,CA,94133	Italian,Pizza,Seafood	$11-30	4.0	1592	Closed	5:00 pm - 10:30 pm	5:00 pm - 10:30 pm	5:00 pm - 10:30 pm	5:00 pm - 10:30 pm	5:00 pm - 10:30 pm	4:00 pm - 9:30 pm	No	No	No	Street	NULL	Yes	No	No	Yes
602	KAIYŌ	1838 Union St,San Francisco,CA,94123			4.0	281	Closed	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 12:00 am	3:00 pm - 12:00 am	3:00 pm - 9:00 pm	No	Free	Yes	NULL	Yes	Yes	No	No	No
603	New Eritrea Restaurant & Bar	907 Irving St,San Francisco,CA,94122	Ethiopian,Vegetarian,Eritrean	$11-30	4.0	733	Closed	4:00 pm - 10:00 pm	4:00 pm - 10:00 pm	4:00 pm - 10:00 pm	4:00 pm - 10:00 pm	4:00 pm - 10:00 pm	4:00 pm - 9:00 pm	Yes	No	Yes	Street	NULL	Yes	No	No	Yes
604	Great Gold	3161 24th St,San Francisco,CA,94110			4.0	83	Closed	Closed	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 9:00 pm	Yes	No	Yes	Street	Yes	Yes	No	No	Yes
605	Marrakech Moroccan Restaurant	419 O'Farrell St,San Francisco,CA,94102	Moroccan,Hookah Bars,Mediterranean	$11-30	3.5	543	5:00 pm - 12:00 am	5:00 pm - 12:00 am	5:00 pm - 12:00 am	5:00 pm - 12:00 am	5:00 pm - 2:00 am	5:00 pm - 2:00 am	5:00 pm - 12:00 am	Yes	Free	Yes	Street	NULL	Yes	No	NULL	Yes
606	Bon AppeTikka	4166 24th St,San Francisco,CA,94114			4.5	54	Closed	4:30 pm - 9:30 pm	4:30 pm - 9:30 pm	4:30 pm - 9:30 pm	4:30 pm - 9:30 pm	11:00 am - 2:30 pm,5:00 pm - 10:00 pm	11:00 am - 2:30 pm,5:00 pm - 10:00 pm	Yes	Free	Yes	Street	Yes	Yes	No	No	Yes
607	Ramen Yamadaya	1728 Buchanan St,San Francisco,CA,94115	Ramen	$11-30	3.5	1441	11:30 am - 3:00 pm,5:30 pm - 10:00 pm	11:30 am - 3:00 pm,5:30 pm - 10:00 pm	11:30 am - 3:00 pm,5:30 pm - 10:00 pm	11:30 am - 3:00 pm,5:30 pm - 10:00 pm	11:30 am - 3:00 pm,5:30 pm - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 10:00 pm	No	No	No	Street	NULL	Yes	No	No	Yes
608	Urban Putt	1096 S Van Ness Ave,San Francisco,CA,94110	Mini Golf,American (New),Bars	$11-30	4.5	1404	Closed	4:00 pm - 10:00 pm	4:00 pm - 10:00 pm	4:00 pm - 12:00 am	4:00 pm - 1:00 am	11:00 am - 1:00 am	11:00 am - 10:00 pm	No	Free	No	Street	NULL	Yes	No	No	No
609	The Greenwich	3154 Fillmore St,San Francisco,CA,94123			4.5	12								No	Free	NULL	NULL	NULL	Yes	NULL	NULL	Yes
610	Saffron Grill	1279 Fulton St,San Francisco,CA,94117	Indian	$11-30	4.0	523	5:00 pm - 9:30 pm	5:00 pm - 9:30 pm	5:00 pm - 9:30 pm	5:00 pm - 9:30 pm	5:00 pm - 9:30 pm	5:00 pm - 9:30 pm	5:00 pm - 9:30 pm	Yes	No	Yes	Street	NULL	Yes	No	NULL	Yes
611	Camp BBQ	4014 Geary Blvd,San Francisco,CA,94118	Japanese,Asian Fusion,Barbeque	$11-30	4.0	240	5:00 pm - 10:30 pm	7:45 pm - 10:30 pm	5:00 pm - 10:30 pm	5:00 pm - 10:30 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 10:30 pm	No	No	Yes	Street	NULL	Yes	No	NULL	Yes
612	Pancho Villa Taqueria	3071 16th St,San Francisco,CA,94103	Mexican	Under $10	4.0	2608	10:00 am - 12:00 am	10:00 am - 12:00 am	10:00 am - 12:00 am	10:00 am - 12:00 am	10:00 am - 12:00 am	10:00 am - 12:00 am	10:00 am - 12:00 am	Yes	Free	No	Street	Yes	Yes	No	No	Yes
613	Pho 2000	637 Larkin St,San Francisco,CA,94109	Vietnamese,Noodles	Under $10	4.0	794	8:30 am - 8:30 pm	Closed	8:30 am - 8:30 pm	8:30 am - 8:30 pm	8:30 am - 8:30 pm	8:30 am - 8:30 pm	8:30 am - 8:30 pm	No	No	Yes	Street	NULL	No	No	No	Yes
614	BiBimSpoon	475 6th St,San Francisco,CA,94103			5.0	3	5:00 pm - 9:00 pm	5:00 pm - 9:00 pm	5:00 pm - 9:00 pm	5:00 pm - 9:00 pm	5:00 pm - 9:00 pm	5:00 pm - 9:00 pm	5:00 pm - 9:00 pm	Yes	NULL	NULL	NULL	NULL	Yes	NULL	NULL	Yes
615	Elephant Sushi	1916 Hyde St,San Francisco,CA,94109	Sushi Bars	$11-30	4.0	768	Closed	5:30 pm - 9:30 pm	5:30 pm - 9:30 pm	5:30 pm - 9:30 pm	5:30 pm - 9:30 pm	5:30 pm - 9:30 pm	5:30 pm - 9:30 pm	No	No	No	Street	NULL	Yes	No	NULL	No
616	Karaweik Burmese Cuisine	3317 Steiner St,San Francisco,CA,94123	Burmese	$11-30	4.5	105	Closed	11:30 am - 3:00 pm,5:00 pm - 9:00 pm	11:30 am - 3:00 pm,5:00 pm - 9:00 pm	11:30 am - 3:00 pm,5:00 pm - 9:00 pm	11:30 am - 3:00 pm,5:00 pm - 9:30 pm	11:00 am - 3:00 pm,4:30 pm - 9:30 pm	11:00 am - 3:00 pm,4:30 pm - 9:00 pm	Yes	Free	Yes	Street	Yes	Yes	NULL	NULL	Yes
617	Macondray	2209 Polk St,San Francisco,CA,94109	Cocktail Bars,American (Traditional)	$11-30	4.5	44	5:00 pm - 1:00 am	5:00 pm - 1:00 am	5:00 pm - 1:00 am	5:00 pm - 1:00 am	5:00 pm - 1:00 am	11:00 am - 3:00 pm,5:00 pm - 1:00 am	11:00 am - 3:00 pm,5:00 pm - 1:00 am	No	Free	No	NULL	NULL	Yes	NULL	NULL	Yes
618	Falafelland	133 6th St,San Francisco,CA,94103	Falafel	$11-30	5.0	199	11:00 am - 6:00 pm	11:00 am - 6:00 pm	11:00 am - 6:00 pm	11:00 am - 6:00 pm	11:00 am - 5:00 pm	11:00 am - 5:00 pm	11:00 am - 5:00 pm	Yes	Free	No	NULL	NULL	Yes	Yes	NULL	Yes
619	Dong Bei Mama	4737 Geary Blvd,San Francisco,CA,94118	Szechuan	$11-30	4.0	388	11:00 am - 3:00 pm,4:30 pm - 9:30 pm	11:00 am - 3:00 pm,4:30 pm - 9:30 pm	11:00 am - 3:00 pm,4:30 pm - 9:30 pm	11:00 am - 3:00 pm,4:30 pm - 9:30 pm	11:00 am - 3:00 pm,4:30 pm - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	No	Free	Yes	Street	NULL	Yes	No	No	Yes
620	Slice House Haight by Tony Gemignani	1535 Haight St,San Francisco,CA,94117	Pizza	$11-30	4.0	259	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 10:00 pm	Yes	No	No	Street	NULL	Yes	No	No	Yes
621	Baonecci Ristorante	516 Green St,San Francisco,CA,94133	Pizza,Italian	$11-30	4.5	962	Closed	5:00 pm - 9:30 pm	5:00 pm - 9:30 pm	5:00 pm - 9:30 pm	5:00 pm - 9:30 pm	12:00 pm - 9:30 pm	Closed	Yes	No	Yes	Street	NULL	Yes	Yes	Yes	Yes
622	Sens Restaurant	4 Embarcadero Ctr,Fl 3,San Francisco,CA,94111	Venues & Event Spaces,Mediterranean,Bars	$11-30	3.5	955	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	5:00 pm - 10:00 pm	Closed	No	Free	Yes	Garage, Validated	NULL	Yes	No	No	Yes
623	Broken Record	1166 Geneva Ave,San Francisco,CA,94112	Dive Bars,American (Traditional),Barbeque	Under $10	4.0	1244	11:00 am - 12:00 am	5:00 pm - 12:00 am	5:00 pm - 12:00 am	5:00 pm - 12:00 am	5:00 pm - 2:00 am	5:00 pm - 2:00 am	11:00 am - 12:00 am	Yes	No	No	Street	NULL	No	No	NULL	Yes
624	Kingdom of Dumpling	1713 Taraval St,San Francisco,CA,94116	Dim Sum	Under $10	3.5	2072	Closed	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	9:00 am - 9:30 pm	Yes	No	No	Street	NULL	Yes	No	No	Yes
625	Tastebuds	600 5th Ave,San Francisco,CA,94118	Cafes,Soul Food,Breakfast & Brunch	$11-30	4.0	112	7:00 am - 7:00 pm	7:00 am - 9:00 pm	7:00 am - 7:00 pm	7:00 am - 7:00 pm	7:00 am - 7:00 pm	7:00 am - 7:00 pm	8:00 am - 3:00 pm	No	Free	No	Street	Yes	Yes	Yes	Yes	Yes
626	barvale	661 Divisadero,San Francisco,CA,94117	Tapas/Small Plates,Cocktail Bars,Breakfast & Brunch	$11-30	4.0	347	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 10:00 pm	No	No	Yes	Street	Yes	Yes	Yes	NULL	No
627	Hinata	810 Van Ness Ave,San Francisco,CA,94109	Sushi Bars,Japanese	Above $61	4.5	531	Closed	6:00 pm - 10:00 pm	6:00 pm - 10:00 pm	6:00 pm - 10:00 pm	6:00 pm - 10:00 pm	6:00 pm - 10:00 pm	6:00 pm - 10:00 pm	No	Free	Yes	Street	NULL	Yes	No	No	No
628	Olea	1494 California St,San Francisco,CA,94109	American (New)	$11-30	4.0	919	Closed	Closed	Closed	Closed	Closed	9:00 am - 2:00 pm	9:00 am - 2:00 pm	No	No	Yes	Garage, Street	Yes	Yes	No	No	No
629	Sunflower Vietnamese Restaurant	288 Connecticut St,San Francisco,CA,94107	Vietnamese	$11-30	3.5	773	11:30 am - 2:30 pm,5:00 pm - 9:30 pm	11:30 am - 2:30 pm,5:00 pm - 9:30 pm	11:30 am - 2:30 pm,5:00 pm - 9:30 pm	11:30 am - 2:30 pm,5:00 pm - 9:30 pm	11:30 am - 2:30 pm,5:00 pm - 9:30 pm	12:00 pm - 9:30 pm	12:00 pm - 9:30 pm	No	No	Yes	Street	NULL	Yes	No	No	Yes
630	Uncle Lee Cafe	3608 Balboa St,San Francisco,CA,94121	Hong Kong Style Cafe,Chinese	$11-30	4.0	83	11:00 am - 3:00 pm,5:00 pm - 9:00 pm	11:00 am - 3:00 pm,5:00 pm - 9:00 pm	11:00 am - 3:00 pm,5:00 pm - 9:00 pm	Closed	11:00 am - 3:00 pm,5:00 pm - 9:00 pm	11:00 am - 3:00 pm,5:00 pm - 9:00 pm	11:00 am - 3:00 pm,5:00 pm - 9:00 pm	No	No	NULL	Street	NULL	Yes	Yes	NULL	Yes
631	pomelo on Judah	92 Judah St,San Francisco,CA,94122	Asian Fusion,Thai	$11-30	4.0	436	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	11:30 am - 2:00 pm,5:30 pm - 10:00 pm	11:30 am - 2:00 pm,5:30 pm - 10:00 pm	11:30 am - 2:00 pm,5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	Closed	No	No	No	Street	NULL	Yes	NULL	NULL	Yes
632	Orchids Cafe	1031 Ocean Ave,San Francisco,CA,94112	Chinese,Hong Kong Style Cafe	$11-30	4.0	130	11:00 am - 9:30 pm	Closed	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	Yes	No	Yes	Street	Yes	Yes	No	No	Yes
633	Taqueria Guadalajara	4798 Mission St,San Francisco,CA,94112	Mexican	Under $10	4.0	938	9:30 am - 2:00 am	9:30 am - 2:00 am	9:30 am - 2:00 am	9:30 am - 2:00 am	9:30 am - 4:00 am	9:30 am - 4:00 am	9:30 am - 2:00 am	No	No	No	Street, Private Lot	Yes	Yes	No	No	Yes
634	Breadbelly	1408 Clement St,San Francisco,CA,94118	Bakeries,Cafes,Breakfast & Brunch	$11-30	4.5	194	8:00 am - 4:00 pm	Closed	8:00 am - 4:00 pm	8:00 am - 4:00 pm	8:00 am - 4:00 pm	8:00 am - 4:00 pm	8:00 am - 4:00 pm	No	No	No	Street	NULL	Yes	Yes	Yes	Yes
635	Louie's Gen-Gen Room	871 Sutter St,San Francisco,CA,94109	Cocktail Bars,Wine Bars,American (New)	$11-30	4.5	213	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	Closed	No	No	Yes	Garage, Street	NULL	Yes	No	No	No
636	SPIN - San Francisco	690 Folsom St,San Francisco,CA,94107	Sports Clubs,American (Traditional),Cocktail Bars	$11-30	4.0	287	12:00 pm - 11:00 pm	12:00 pm - 11:00 pm	12:00 pm - 11:00 pm	12:00 pm - 12:00 am	12:00 pm - 2:00 am	12:00 pm - 2:00 am	12:00 pm - 8:00 pm	No	Free	Yes	Street	NULL	Yes	No	No	Yes
637	RT Rotisserie	302 Broderick St,San Francisco,CA,94117			4.0	43	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	NULL	NULL	NULL	Garage, Street	NULL	Yes	NULL	NULL	NULL
638	Underground Grill King	2543 Noriega St,San Francisco,CA,94122	Karaoke,Taiwanese,Cantonese	Under $10	4.0	79	5:00 pm - 2:00 am	5:00 pm - 2:00 am	5:00 pm - 2:00 am	5:00 pm - 2:00 am	5:00 pm - 2:00 am	11:00 am - 2:00 am	11:00 am - 9:30 pm	Yes	No	Yes	Street, Private Lot	NULL	Yes	NULL	NULL	Yes
639	Radhaus	2 Marina Blvd,Bldg C Ste 260,San Francisco,CA,94123	German,Gastropubs,Breakfast & Brunch	$11-30	3.5	183	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	No	No	Yes	NULL	NULL	Yes	NULL	NULL	Yes
640	Chouquet's	2500 Washington St,San Francisco,CA,94115	French	$11-30	3.5	597	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	No	Free	Yes	Street	NULL	Yes	NULL	NULL	No
641	Turtle Tower	501 6th St,San Francisco,CA,94103	Vietnamese	$11-30	3.5	670	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	Closed	No	No	No	Street	NULL	Yes	No	No	Yes
642	Matador	679 Sutter St,San Francisco,CA,94102	Mexican,Cocktail Bars	$11-30	4.0	597	4:00 pm - 10:00 pm	4:00 pm - 10:00 pm	4:00 pm - 10:00 pm	4:00 pm - 10:00 pm	11:30 am - 11:00 pm	12:00 pm - 11:00 pm	12:00 pm - 10:00 pm	Yes	Free	No	Garage, Street	Yes	Yes	No	No	Yes
643	Freshroll Vietnamese Rolls & Bowls	157 4th St,San Francisco,CA,94103	Vietnamese,Sandwiches	$11-30	4.0	1198	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:30 am - 9:00 pm	11:30 am - 9:00 pm	Yes	No	No	Garage, Street	Yes	Yes	Yes	No	Yes
644	Umi	1328 18th St,San Francisco,CA,94107	Japanese,Sushi Bars	$11-30	4.0	595	Closed	11:30 am - 2:00 pm,5:30 pm - 9:30 pm	11:30 am - 2:00 pm,5:30 pm - 9:30 pm	11:30 am - 2:00 pm,5:30 pm - 9:30 pm	11:30 am - 2:00 pm,5:30 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 9:00 pm	No	No	Yes	Street	NULL	Yes	NULL	No	Yes
645	Perbacco	230 California St,San Francisco,CA,94111	Italian,Bars	$31-60	4.0	2024	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	5:30 pm - 10:00 pm	Closed	No	No	Yes	Valet, Garage, Street	NULL	Yes	No	Yes	No
646	Beyond Burma	700 Post St,San Francisco,CA,94109	Burmese,Indonesian,Noodles	$11-30	4.0	78	11:30 am - 3:00 pm,5:00 pm - 10:00 pm	11:30 am - 3:00 pm,5:00 pm - 10:00 pm	11:30 am - 3:00 pm,5:00 pm - 10:00 pm	11:30 am - 3:00 pm,5:00 pm - 10:00 pm	11:30 am - 3:00 pm,5:00 pm - 10:00 pm	11:30 am - 3:00 pm,5:00 pm - 10:00 pm	11:30 am - 3:00 pm,5:00 pm - 10:00 pm	No	Free	Yes	Street	Yes	Yes	No	No	Yes
647	reception	1395 22nd St,SAN FRANCISCO,CA,94107			5.0	6	7:00 am - 10:00 pm	7:00 am - 10:00 pm	7:00 am - 10:00 pm	7:00 am - 10:00 pm	7:00 am - 10:00 pm	7:00 am - 10:00 pm	Closed	No	No	No	NULL	NULL	Yes	NULL	NULL	NULL
648	Mama's On Washington Square	1701 Stockton St,San Francisco,CA,94133	Breakfast & Brunch	$11-30	4.0	4251	Closed	8:00 am - 3:00 pm	8:00 am - 3:00 pm	8:00 am - 3:00 pm	8:00 am - 3:00 pm	8:00 am - 3:00 pm	8:00 am - 3:00 pm	No	No	No	Street	Yes	No	No	No	No
649	Hinodeya Downtown	680 Clay St,San Francisco,CA,94111	Ramen	$11-30	4.5	148	11:00 am - 3:00 pm,5:00 pm - 10:00 pm	11:00 am - 3:00 pm,5:00 pm - 10:00 pm	11:00 am - 3:00 pm,5:00 pm - 10:00 pm	11:00 am - 3:00 pm,5:00 pm - 10:00 pm	11:00 am - 3:00 pm,5:00 pm - 10:00 pm	11:00 am - 3:00 pm,5:00 pm - 10:00 pm	Closed	No	No	No	NULL	NULL	Yes	NULL	NULL	Yes
650	La Fina Estampa	1407 Bush St,San Francisco,CA,94109	Peruvian	$11-30	4.0	242	Closed	11:30 am - 3:00 pm,5:00 pm - 10:00 pm	11:30 am - 3:00 pm,5:00 pm - 10:00 pm	11:30 am - 3:00 pm,5:00 pm - 10:00 pm	11:30 am - 3:00 pm,5:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 9:00 pm	No	No	Yes	Street	NULL	Yes	No	NULL	Yes
651	JIJIME	5524 Geary Blvd,San Francisco,CA,94121	Korean,Asian Fusion,Ramen	$11-30	4.5	309	12:00 pm - 9:00 pm	12:00 pm - 9:00 pm	Closed	12:00 pm - 9:00 pm	12:00 pm - 9:30 pm	12:00 pm - 9:30 pm	12:00 pm - 9:00 pm	Yes	No	Yes	Street	Yes	Yes	Yes	Yes	Yes
652	Jitlada Thai Cuisine	1826 Buchanan St,Ste B,San Francisco,CA,94115	Thai	$11-30	4.0	621	Closed	5:00 pm - 9:30 pm	5:00 pm - 9:30 pm	11:30 am - 3:00 pm,5:00 pm - 9:30 pm	11:30 am - 3:00 pm,5:00 pm - 9:30 pm	11:30 am - 3:00 pm,5:00 pm - 9:30 pm	11:30 am - 3:00 pm,5:00 pm - 9:30 pm	Yes	Free	Yes	Street	NULL	Yes	No	No	Yes
653	Yo Yo's	318 Pacific Ave,San Francisco,CA,94111	Japanese	Under $10	4.5	541	8:00 am - 4:00 pm	8:00 am - 4:00 pm	8:00 am - 4:00 pm	8:00 am - 4:00 pm	8:00 am - 3:00 pm	Closed	Closed	No	No	No	Street	NULL	No	No	No	Yes
654	Umami Burger Soma District	242 King St,San Francisco,CA,94107	Burgers,American (New),Gastropubs	$11-30	3.0	1037	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 10:00 pm	Yes	Free	No	Street	NULL	Yes	No	No	Yes
655	Sociale	3665 Sacramento St,San Francisco,CA,94118	Italian,Venues & Event Spaces,Wine Bars	$31-60	4.0	666	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	Closed	No	No	Yes	Street	NULL	Yes	NULL	NULL	No
656	Universal Cafe	2814 19th St,San Francisco,CA,94110	Breakfast & Brunch,American (New),Diners	$11-30	4.0	1358	Closed	5:30 pm - 9:00 pm	10:00 am - 2:00 pm,5:30 pm - 9:00 pm	10:00 am - 2:00 pm,5:30 pm - 9:00 pm	10:00 am - 2:00 pm,5:30 pm - 10:00 pm	9:00 am - 3:00 pm,5:30 pm - 10:00 pm	9:00 am - 3:00 pm	Yes	No	Yes	Street	Yes	Yes	No	No	Yes
657	Simmer	1055 Taraval St,San Francisco,CA,94116	Hot Pot	$11-30	4.0	236	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 10:00 pm	No	No	No	Street	NULL	Yes	No	NULL	No
658	KKOCHI Grilled Korean BBQ	704 Post St,San Francisco,CA,94109	Korean,Barbeque	$11-30	4.5	116	11:30 am - 2:00 pm,5:00 pm - 10:00 pm	Closed	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	11:30 am - 2:00 pm,5:00 pm - 10:00 pm	11:30 am - 2:00 pm,5:00 pm - 10:00 pm	Yes	No	No	Street	NULL	Yes	NULL	NULL	Yes
659	Teeth	2323 Mission St,San Francisco,CA,94110	Bars,American (New)	$11-30	3.5	1026	4:00 pm - 2:00 am	4:00 pm - 2:00 am	4:00 pm - 2:00 am	4:00 pm - 2:00 am	3:00 pm - 2:00 am	10:00 am - 2:00 am	10:00 am - 2:00 am	No	No	No	Street	NULL	Yes	No	No	No
660	Red Dog Restaurant & Bar	303 2nd St,San Francisco,CA,94107	American (New),Sports Bars,Venues & Event Spaces	$11-30	3.5	493	11:30 am - 9:00 pm	11:30 am - 9:00 pm	11:30 am - 9:00 pm	11:30 am - 9:00 pm	11:30 am - 9:00 pm	11:00 am - 2:00 pm	11:00 am - 2:00 pm	Yes	Free	Yes	Street	Yes	Yes	Yes	Yes	Yes
661	Taqueria Cancún	2288 Mission St,San Francisco,CA,94110	Mexican	Under $10	4.0	2031	10:00 am - 12:30 am	Closed	10:00 am - 12:30 am	10:00 am - 1:00 am	10:00 am - 2:00 am	11:00 am - 2:00 am	10:00 am - 1:30 am	No	No	No	Street, Private Lot	NULL	Yes	No	No	Yes
662	Carmel Pizza Company	2826 Jones St,San Francisco,CA,94133	Pizza	$11-30	4.5	811	11:30 am - 8:00 pm	11:30 am - 8:00 pm	11:30 am - 8:00 pm	11:30 am - 8:00 pm	11:30 am - 8:15 pm	12:00 pm - 8:15 pm	12:00 pm - 8:00 pm	Yes	No	No	Street	NULL	Yes	Yes	No	Yes
663	Wipeout Bar & Grill	Pier 39,Ste A02,San Francisco,CA,94133	Burgers,American (Traditional)	$11-30	3.5	1381	9:00 am - 9:00 pm	9:00 am - 9:00 pm	9:00 am - 9:00 pm	9:00 am - 9:00 pm	9:00 am - 10:00 pm	9:00 am - 10:00 pm	9:00 am - 9:00 pm	No	Free	Yes	Garage, Validated	NULL	Yes	Yes	Yes	Yes
664	Crustacean	1475 Polk St,San Francisco,CA,94109	Asian Fusion,Vietnamese	$31-60	3.5	1575	5:00 pm - 9:00 pm	5:00 pm - 9:00 pm	5:00 pm - 9:00 pm	5:00 pm - 9:00 pm	5:00 pm - 9:45 pm	5:00 pm - 9:45 pm	5:00 pm - 9:00 pm	No	No	Yes	Valet, Street	NULL	Yes	No	No	Yes
665	Bon Voyage	584 Valencia St,San Francisco,CA,94110	Bars,Asian Fusion	$11-30	4.0	125	4:00 pm - 12:00 am	4:00 pm - 12:00 am	4:00 pm - 12:00 am	4:00 pm - 2:00 am	4:00 pm - 2:00 am	3:00 pm - 2:00 am	3:00 pm - 12:00 am	No	No	No	Street	Yes	Yes	No	No	Yes
666	Next Level Burger	450 Rhode Island St,Whole Foods Market 365,San Francisco,CA,94107	Burgers,Vegan,Gluten-Free	$11-30	4.0	190	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	Yes	No	No	Garage, Street, Private Lot	Yes	Yes	Yes	NULL	Yes
667	Nabe	1325 9th Ave,San Francisco,CA,94122	Hot Pot,Japanese	$11-30	4.0	535	Closed	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:30 pm	5:00 pm - 10:30 pm	5:00 pm - 10:00 pm	No	No	Yes	Street	NULL	Yes	No	NULL	Yes
668	Bergerac	316 11th St,San Francisco,CA,94103	Comfort Food,Cocktail Bars,Lounges	$11-30	4.0	309	Closed	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 1:30 am	5:00 pm - 1:30 am	7:00 pm - 1:30 am	Closed	Yes	Free	Yes	Garage, Street	NULL	Yes	No	NULL	Yes
669	Arang Restaurant	1506 Fillmore St,San Francisco,CA,94115	Korean	$11-30	3.5	618	11:00 am - 2:00 am	11:00 am - 2:00 am	11:00 am - 2:00 am	11:00 am - 2:00 am	11:00 am - 2:00 am	11:00 am - 2:00 am	3:00 pm - 2:00 am	No	No	No	Private Lot	NULL	Yes	No	NULL	Yes
670	El Castillito	136 Church St,San Francisco,CA,94114	Mexican	$11-30	4.0	846	10:00 am - 11:45 pm	10:00 am - 11:45 pm	10:00 am - 11:45 pm	10:00 am - 11:45 pm	10:00 am - 12:45 am	10:00 am - 12:45 am	10:00 am - 11:45 pm	No	No	No	Street, Private Lot	NULL	No	No	No	Yes
